2458437.994684762	0.99938667	0.00730376	 0 
2458437.9960736833	0.99848637	0.00728979	 0 
2458437.997462604	1.0023265	0.00726443	 0 
2458437.9988515256	1.00132258	0.0072655	 0 
2458438.0002404465	1.01173181	0.00727539	 0 
2458438.0016293675	0.99074885	0.0072551	 0 
2458438.003018289	1.00091778	0.00724864	 0 
2458438.0044072103	1.0016868	0.00723624	 0 
2458438.005796131	1.00287395	0.00723346	 0 
2458438.0071850526	1.00128153	0.00722247	 0 
2458438.008573974	1.00170303	0.00721861	 0 
2458438.009962895	0.98958339	0.00721261	 0 
2458438.0113518164	0.99634319	0.00722128	 0 
2458438.0127407373	1.00072681	0.00719413	 0 
2458438.0141296587	0.99027568	0.0071725	 0 
2458438.01551858	0.99754817	0.00717487	 0 
2458438.016907501	1.00434148	0.00717864	 0 
2458438.0182964224	0.9987745	0.00715972	 0 
2458438.019685344	0.9960574	0.00715501	 0 
2458438.0210742652	1.00428677	0.00714906	 0 
2458438.022463186	0.99943151	0.00715722	 0 
2458438.0238521076	0.99976996	0.00714087	 0 
2458438.025241029	1.00147022	0.00713461	 0 
2458438.02662995	0.99884039	0.00713192	 0 
2458438.0280188713	1.00479374	0.00711408	 0 
2458438.0294077927	0.99760273	0.00710152	 0 
2458438.030796714	0.99991728	0.00710392	 0 
2458438.0321856355	1.00655706	0.00710202	 0 
2458438.033574557	1.00522334	0.00708926	 0 
2458438.0349634783	0.99663393	0.00708979	 0 
2458438.0363523993	0.99057923	0.0070792	 0 
2458438.0377413207	0.99921829	0.00709507	 0 
2458438.039130242	0.99756161	0.00706406	 0 
2458438.0405191635	1.00208416	0.00709702	 0 
2458438.041908085	0.99869181	0.00706099	 0 
2458438.0432970063	0.99922771	0.00706044	 0 
2458438.0446859277	0.99900852	0.00703606	 0 
2458438.046074849	0.99965336	0.00704252	 0 
2458438.0474637705	1.01225207	0.00702853	 0 
2458438.048852692	1.00981148	0.00702752	 0 
2458438.0502416133	1.00445717	0.00702706	 0 
2458438.0516305347	0.99772095	0.00701337	 0 
2458438.0530194556	1.00710907	0.00702188	 0 
2458438.054408377	0.99990653	0.00702437	 0 
2458438.0557972984	0.99388635	0.0069911	 0 
2458438.0571862203	0.99632316	0.00699831	 0 
2458438.0585751417	1.00499844	0.00697266	 0 
2458438.059964063	1.00096131	0.00697673	 0 
2458438.0613529845	1.00714327	0.00697701	 0 
2458438.062741906	1.0027532	0.00695795	 0 
2458438.0641308273	0.99509658	0.00694296	 0 
2458438.0655197487	0.99462916	0.00695569	 0 
2458438.06690867	1.00236034	0.00695651	 0 
2458438.0682975915	0.98962468	0.00694225	 0 
2458438.069686513	0.99934339	0.00694565	 0 
2458438.0710754343	0.99719014	0.00691905	 0 
2458438.072464356	0.99777997	0.00693473	 0 
2458438.0738532776	1.01050007	0.00691965	 0 
2458438.075242199	0.99978056	0.00690545	 0 
2458438.0766311204	1.00098904	0.00690775	 0 
2458438.078020042	1.01131489	0.0069152	 0 
2458438.079408963	0.99437297	0.00688619	 0 
2458438.0807978846	0.9999755	0.0068921	 0 
2458438.0821868065	0.99500434	0.0068876	 0 
2458438.083575728	1.00617076	0.00689579	 0 
2458438.0849646493	1.00173813	0.00688077	 0 
2458438.086353571	1.0009165	0.00686838	 0 
2458438.0877424926	0.99718802	0.00685842	 0 
2458438.089131414	0.99616156	0.0068515	 0 
2458438.090520336	0.99783498	0.00686922	 0 
2458438.0919092568	0.99933068	0.00685068	 0 
2458438.0932981786	0.99874419	0.00682603	 0 
2458438.0946871	1.0010933	0.00683186	 0 
2458438.0960760214	1.00311839	0.00684484	 0 
2458438.0974649433	1.00023289	0.00682688	 0 
2458438.0988538647	1.00578785	0.00682001	 0 
2458438.100242786	0.99788345	0.00680692	 0 
2458438.101631708	1.01098085	0.00681701	 0 
2458438.1030206294	0.99208724	0.00681844	 0 
2458438.1044095512	1.00512528	0.0068154	 0 
2458438.1057984727	1.00465412	0.00680368	 0 
2458438.107187394	1.00051312	0.00679327	 0 
2458438.1085763155	0.99733253	0.0068023	 0 
2458438.1099652373	0.99565746	0.00677754	 0 
2458438.1113541587	0.99775649	0.00676512	 0 
2458438.1127430806	0.99437848	0.00678118	 0 
2458438.114132002	1.00960557	0.00680386	 0 
2458438.115520924	0.99771766	0.00676469	 0 
2458438.1169098453	1.00303163	0.00675304	 0 
2458438.118298767	1.00159011	0.00676051	 0 
2458438.1196876885	1.0012742	0.00674849	 0 
2458438.12107661	0.99974682	0.0067556	 0 
2458438.122465532	1.00020945	0.00675601	 0 
2458438.123854453	0.99567869	0.0067282	 0 
2458438.125243375	0.99867992	0.00672748	 0 
2458438.1266322965	1.00121327	0.00672815	 0 
2458438.1280212183	0.99466948	0.0067396	 0 
2458438.1294101398	1.00068038	0.00671683	 0 
2458438.1307990616	1.00097659	0.00669091	 0 
2458438.132187983	0.99600558	0.00672143	 0 
2458438.133576905	0.99670836	0.00669665	 0 
2458438.1349658263	0.99735113	0.00669062	 0 
2458438.136354748	0.99953096	0.00669894	 0 
2458438.1377436696	0.99349079	0.0066936	 0 
2458438.1391325914	0.99299506	0.00668151	 0 
2458438.140521513	1.00664941	0.00668205	 0 
2458438.1419104347	1.00343452	0.00669833	 0 
2458438.1432993566	0.99951764	0.00668381	 0 
2458438.144688278	1.00242483	0.00668587	 0 
2458438.1460771994	0.9916694	0.00666533	 0 
2458438.1474661212	0.99404179	0.00665321	 0 
2458438.148855043	0.99511578	0.00667671	 0 
2458438.1502439645	0.99154933	0.00664954	 0 
2458438.1516328864	0.99241635	0.00663877	 0 
2458438.1530218082	1.00073542	0.00664852	 0 
2458438.1544107297	0.99713964	0.00666352	 0 
2458438.1557996515	1.0093565	0.00664434	 0 
2458438.1571885734	0.99313563	0.00663544	 0 
2458438.158577495	0.9932813	0.00663681	 0 
